condition	reaction_id	flux	reduced_cost
rhizosphere_max_n2	rxn02811	-0.08956186929316214	-0.0
rhizosphere_max_n2	rxn03062	0.08956186929316212	0.0
rhizosphere_max_n2	rxn01208	0.08956186929316211	0.0
rhizosphere_max_n2	rxn00806	-0.08956186929316211	-0.0
rhizosphere_max_n2	rxn06300	0.10919723813193602	0.0
rhizosphere_max_n2	rxn06432	0.06659480688079641	0.0
rhizosphere_max_n2	rxn06936	0.048258428547864794	0.0
rhizosphere_max_n2	rxn06433	0.023992375629656785	0.0
rhizosphere_max_n2	rxn11595	0.02399237562965679	0.0
rhizosphere_max_n2	rxn06435	0.008483995945087761	0.0
rhizosphere_max_n2	rxn06436	0.026364245463767345	0.0
rhizosphere_max_n2	rxn10534	0.026364245463767345	0.0
rhizosphere_max_n2	rxn06438	0.07690331808289229	0.0
rhizosphere_max_n2	rxn06440	0.049809266516321685	0.0
rhizosphere_max_n2	rxn06441	0.0925941492931621	0.0
rhizosphere_max_n2	rxn06442	0.029101018349279528	0.0
rhizosphere_max_n2	rxn06443	0.02216786037264867	0.0
rhizosphere_max_n2	rxn06538	0.0027367728855121867	0.0
rhizosphere_max_n2	rxn06444	0.03585172480020958	0.0
rhizosphere_max_n2	rxn06445	0.04570410718805342	0.0
rhizosphere_max_n2	rxn06446	0.05272849092753468	0.0
rhizosphere_max_n2	rxn06447	0.0467988163422583	0.0
rhizosphere_max_n2	rxn06448	0.012589155273356033	0.0
rhizosphere_max_n2	rxn06280	0.020799473929892575	0.0
rhizosphere_max_n2	rxn06449	0.06887545095205655	0.0
rhizosphere_max_n2	rxn06937	0.05309339397893631	0.0
rhizosphere_max_n2	rxn06439	0.019157410198585266	0.0
rhizosphere_max_n2	rxn12192	9.122576285040604e-05	0.0
rhizosphere_max_n2	rxnProtDF	9.122576285040602e-05	0.0
rhizosphere_max_n2	rxn00455	9.122576285040601e-05	0.0
rhizosphere_max_n2	rxn00790	0.03217153666415438	0.0
rhizosphere_max_n2	rxn02895	0.03217153666415438	0.0
rhizosphere_max_n2	rxn03004	0.03217153666415438	0.0
rhizosphere_max_n2	rxn03084	0.03217153666415438	0.0
rhizosphere_max_n2	rxn02937	0.03217153666415438	0.0
rhizosphere_max_n2	rxn05229	0.032169890277353314	0.0
rhizosphere_max_n2	rxn03147	0.032169890277353314	0.0
rhizosphere_max_n2	rxn03136	0.032169890277353314	0.0
rhizosphere_max_n2	rxn03137	0.046259050475938576	0.0
rhizosphere_max_n2	rxn00832	-0.04625905047593858	-0.0
rhizosphere_max_n2	rxn00834	0.01860406794706606	0.0
rhizosphere_max_n2	rxn00917	0.01860406794706606	0.0
rhizosphere_max_n2	rxn09562	0.012959530909255472	0.0
rhizosphere_max_n2	rxn00237	1.8899852277394826	0.0
rhizosphere_max_n2	rxn05233	0.0	0.0
rhizosphere_max_n2	rxn01353	0.0	-0.0
rhizosphere_max_n2	rxn00838	0.027654982528872517	0.0
rhizosphere_max_n2	rxn00800	0.027654982528872513	0.0
rhizosphere_max_n2	rxn00097	0.0	0.0
rhizosphere_max_n2	rxn05231	0.30535109692750245	0.0
rhizosphere_max_n2	rxn00839	0.0034458993847468985	0.0
rhizosphere_max_n2	rxn00414	0.0	0.0
rhizosphere_max_n2	rxn01018	0.03213651110207155	0.0
rhizosphere_max_n2	rxn01465	-0.03213651110207155	-0.0
rhizosphere_max_n2	rxn01360	0.03213651110207155	0.0
rhizosphere_max_n2	rxn01362	0.03213651110207155	0.0
rhizosphere_max_n2	rxn00710	0.03213651110207155	0.0
rhizosphere_max_n2	rxn00119	0.2121867341942791	0.0
rhizosphere_max_n2	rxn00117	0.06219644137199889	0.0
rhizosphere_max_n2	rxn00412	0.018592543239457828	0.0
rhizosphere_max_n2	rxn00409	0.029415152889467715	0.0
rhizosphere_max_n2	rxn06076	0.005646183424611673	0.0
rhizosphere_max_n2	rxn01673	0.005646183424611673	0.0
rhizosphere_max_n2	rxn01672	0.0	0.0
rhizosphere_max_n2	rxn01678	0.0	0.0
rhizosphere_max_n2	rxn01517	-0.17797906319660178	-0.0
rhizosphere_max_n2	rxn01520	0.0034458993847468994	0.0
rhizosphere_max_n2	rxn01513	0.003445899384746899	0.0
rhizosphere_max_n2	rxn01512	0.007771779099150122	0.0
rhizosphere_max_n2	rxn00364	0.035061336314079386	0.0
rhizosphere_max_n2	rxn05294	0.0001818416561871714	0.0
rhizosphere_max_n2	rxn13784	0.00046088856585425945	0.0
