gene_id	gene_name	n_reactions	reaction_ids
g791	COBRAProtein791	19	rxn05539_c0;rxn05538;rxn12851_c0;rxn05542;rxn05536;rxn05537;rxn05543;rxn05546;rxn05534;rxn05544;rxn12848_c0;rxn05533;rxn05545;rxn12849_c0;rxn05540;rxn05547;rxn12850_c0;rxn05541;rxn05535
g792	COBRAProtein792	19	rxn05539_c0;rxn05538;rxn12851_c0;rxn05542;rxn05536;rxn05537;rxn05543;rxn05546;rxn05534;rxn05544;rxn12848_c0;rxn05533;rxn05545;rxn12849_c0;rxn05540;rxn05547;rxn12850_c0;rxn05541;rxn05535
g793	COBRAProtein793	19	rxn05539_c0;rxn05538;rxn12851_c0;rxn05542;rxn05536;rxn05537;rxn05543;rxn05546;rxn05534;rxn05544;rxn12848_c0;rxn05533;rxn05545;rxn12849_c0;rxn05540;rxn05547;rxn12850_c0;rxn05541;rxn05535
g794	COBRAProtein794	19	rxn05539_c0;rxn05538;rxn12851_c0;rxn05542;rxn05536;rxn05537;rxn05543;rxn05546;rxn05534;rxn05544;rxn12848_c0;rxn05533;rxn05545;rxn12849_c0;rxn05540;rxn05547;rxn12850_c0;rxn05541;rxn05535
g795	COBRAProtein795	19	rxn05539_c0;rxn05538;rxn12851_c0;rxn05542;rxn05536;rxn05537;rxn05543;rxn05546;rxn05534;rxn05544;rxn12848_c0;rxn05533;rxn05545;rxn12849_c0;rxn05540;rxn05547;rxn12850_c0;rxn05541;rxn05535
g796	COBRAProtein796	1	rxn01123_c0
g797	COBRAProtein797	3	rxn00022m2;rxn00022t;rxn00022m
g798	COBRAProtein798	1	rxn00926
g799	COBRAProtein799	4	rxn02925b_c0;rxn01204b;rxn00656_c0;rxn09370
g800	COBRAProtein800	1	rxn13784
g801	COBRAProtein801	1	rxn01068_c0
g802	COBRAProtein802	1	rxn00274_c0
g803	COBRAProtein803	1	rxn05294
g804	COBRAProtein804	1	rxn00414
g805	COBRAProtein805	3	rxn00527;rxn02339;rxn05036
g806	COBRAProtein806	1	rxn00763_c0
g807	COBRAProtein807	1	rxn05177_c0
g808	COBRAProtein808	1	rxn03080
g809	COBRAProtein809	1	rxn05195b
g810	COBRAProtein810	1	rxnEry4
g811	COBRAProtein811	2	rxnEry3;rxn00747
g812	COBRAProtein812	1	rxnEry2
g813	COBRAProtein813	1	rxnRbtC
g814	COBRAProtein814	1	rxn01114
g815	COBRAProtein815	1	rxnLalA
g816	COBRAProtein816	1	rxnEry1
g817	COBRAProtein817	2	rxnRbtAa;rxnRbtAb
g818	COBRAProtein818	3	rxn01754;rxn01754b;rxn01754a
g819	COBRAProtein819	3	rxnGFTP4;rxnBLTPcpd00392;rxnGFTP3
g820	COBRAProtein820	3	rxnGFTP4;rxnBLTPcpd00392;rxnGFTP3
g821	COBRAProtein821	3	rxnGFTP4;rxnBLTPcpd00392;rxnGFTP3
g822	COBRAProtein822	3	rxnGFTP4;rxnBLTPcpd00392;rxnGFTP3
g823	COBRAProtein823	3	rxnGFTP4;rxnBLTPcpd00392;rxnGFTP3
g824	COBRAProtein824	3	rxn02268_c0;rxn00868_c0;rxn01923_c0
g825	COBRAProtein825	3	rxn05637;rxn05637b;rxn08212
g826	COBRAProtein826	3	rxn05637;rxn05637b;rxn08212
g827	COBRAProtein827	3	rxn05637;rxn05637b;rxn08212
g828	COBRAProtein828	3	rxn05637;rxn05637b;rxn08212
g829	COBRAProtein829	3	rxn05163;rxn05175_c0;rxnBLTPcpd00152
g830	COBRAProtein830	3	rxn05163;rxn05175_c0;rxnBLTPcpd00152
g831	COBRAProtein831	3	rxn05163;rxn05175_c0;rxnBLTPcpd00152
g832	COBRAProtein832	3	rxn05163;rxn05175_c0;rxnBLTPcpd00152
g833	COBRAProtein833	1	rxn05195b
g834	COBRAProtein834	1	rxn05195b
g835	COBRAProtein835	1	rxn05195b
g836	COBRAProtein836	1	rxn00145_c0
g837	COBRAProtein837	1	rxn12192
g838	COBRAProtein838	1	rxn12192
g839	COBRAProtein839	1	rxn01917
g840	COBRAProtein840	1	rxn03031
g841	COBRAProtein841	1	rxn00145_c0
g842	COBRAProtein842	2	rxn06936;rxn06433
g843	COBRAProtein843	1	rxn05294
g844	COBRAProtein844	1	rxn00029
g845	COBRAProtein845	1	rxn00692
g846	COBRAProtein846	2	rxn02475;rxn02474
g847	COBRAProtein847	1	rxn00048
g848	COBRAProtein848	1	rxn03080
g849	COBRAProtein849	1	rxn13784
g850	COBRAProtein850	1	rxn00001a
g851	COBRAProtein851	3	rxnPG7;rxnPG13;rxnPG1
g852	COBRAProtein852	1	rxn08766
g853	COBRAProtein853	1	rxn12825
g854	COBRAProtein854	1	rxn02465
g855	COBRAProtein855	1	rxn00858
g856	COBRAProtein856	1	rxn12192
g857	COBRAProtein857	1	rxn12192
g858	COBRAProtein858	2	rxn00720;rxn01028
g859	COBRAProtein859	2	rxn00720;rxn01028
g860	COBRAProtein860	1	rxn00763_c0
g861	COBRAProtein861	2	rxn00654;rxn03188
g862	COBRAProtein862	2	rxn01626;rxn02190
g863	COBRAProtein863	2	rxnBLTPcpd00092;rxnBLTPcpd00249
g864	COBRAProtein864	2	rxnBLTPcpd00092;rxnBLTPcpd00249
g865	COBRAProtein865	2	rxnBLTPcpd00092;rxnBLTPcpd00249
g866	COBRAProtein866	2	rxnBLTPcpd00092;rxnBLTPcpd00249
g867	COBRAProtein867	1	rxn00101
g868	COBRAProtein868	1	rxn00101
g869	COBRAProtein869	1	rxn00101
g870	COBRAProtein870	1	rxn00101
g871	COBRAProtein871	1	rxn00910
g872	COBRAProtein872	1	rxnDGTS2
g873	COBRAProtein873	1	rxnDGTS1
g874	COBRAProtein874	1	rxn00551_c0
g875	COBRAProtein875	1	rxnBIOMASS
g876	COBRAProtein876	1	rxn02011
g877	COBRAProtein877	1	rxn03164
g878	COBRAProtein878	1	rxn03904
g879	COBRAProtein879	1	rxn02008
g880	COBRAProtein880	1	rxnBIOMASS
g881	COBRAProtein881	1	rxn03408
g882	COBRAProtein882	1	rxn02286
g883	COBRAProtein883	1	rxn02285
g884	COBRAProtein884	1	rxn00851
g885	COBRAProtein885	1	rxnBIOMASS
g886	COBRAProtein886	1	rxnBIOMASS
g887	COBRAProtein887	1	rxnBIOMASS
g888	COBRAProtein888	1	rxn03146
g889	COBRAProtein889	1	rxn05294
g890	COBRAProtein890	1	rxn01791
g891	COBRAProtein891	1	rxn00912
g892	COBRAProtein892	2	rxn00743_c0;rxn03167
g893	COBRAProtein893	1	rxn10122
g894	COBRAProtein894	1	rxn10122
g895	COBRAProtein895	1	rxn10122
g896	COBRAProtein896	1	rxn10122
g897	COBRAProtein897	1	rxn10122
g898	COBRAProtein898	1	rxn10122
g899	COBRAProtein899	1	rxn10122
g900	COBRAProtein900	1	rxn10122
g901	COBRAProtein901	1	rxn10122
g902	COBRAProtein902	1	rxn10122
g903	COBRAProtein903	1	rxn10122
g904	COBRAProtein904	1	rxn10122
g905	COBRAProtein905	1	rxn10122
g906	COBRAProtein906	1	rxn10122
g907	COBRAProtein907	2	rxn00792;rxn06864
g908	COBRAProtein908	1	rxn01996
g909	COBRAProtein909	1	rxn06445
g910	COBRAProtein910	1	rxn00101
g911	COBRAProtein911	1	rxn00101
g912	COBRAProtein912	1	rxn00101
g913	COBRAProtein913	1	rxn01013_c0
g914	COBRAProtein914	4	rxn05179;rxn05161;rxnBLTPcpd00281;rxn05168
g915	COBRAProtein915	4	rxn05179;rxn05161;rxnBLTPcpd00281;rxn05168
g916	COBRAProtein916	4	rxn05179;rxn05161;rxnBLTPcpd00281;rxn05168
g917	COBRAProtein917	4	rxn05179;rxn05161;rxnBLTPcpd00281;rxn05168
g918	COBRAProtein918	4	rxn05179;rxn05161;rxnBLTPcpd00281;rxn05168
g919	COBRAProtein919	1	rxnNFBS14
g920	COBRAProtein920	1	rxn00858
g921	COBRAProtein921	2	rxn00527;rxn05036
g922	COBRAProtein922	1	rxn05126
g923	COBRAProtein923	1	rxn05124
g924	COBRAProtein924	1	rxn05123
g925	COBRAProtein925	1	rxn02302
g926	COBRAProtein926	1	rxn00058
g927	COBRAProtein927	1	rxn00058
g928	COBRAProtein928	1	rxn00058
g929	COBRAProtein929	1	rxn00058
g930	COBRAProtein930	1	rxn05549_c0
g931	COBRAProtein931	1	rxn05549_c0
g932	COBRAProtein932	1	rxn00762_c0
g933	COBRAProtein933	1	rxn00558_c0
g934	COBRAProtein934	1	rxn01101
g935	COBRAProtein935	1	rxn06600_c0
g936	COBRAProtein936	2	rxn06600_c0;rxn06493_c0
g937	COBRAProtein937	2	rxn06377_c0;rxn06493_c0
g938	COBRAProtein938	2	rxn01489;rxn05031
g939	COBRAProtein939	10	rxn01145;rxn00132;rxn01961;rxn01521_c0;rxn01507;rxn00363_c0;rxn00831;rxn01445;rxn00708_c0;rxn00913
g940	COBRAProtein940	2	rxn06446;rxn11747
g941	COBRAProtein941	1	rxn06432
g942	COBRAProtein942	1	rxn01352_c0
g943	COBRAProtein943	11	rxnCL1;rxnCL4;rxnCL7;rxnCL10;rxnCL2;rxnCL5;rxnCL8;rxnCL11;rxnCL3;rxnCL6;rxnCL9
g944	COBRAProtein944	1	rxn06449
g945	COBRAProtein945	1	rxn00256
g946	COBRAProtein946	1	rxn03159
g947	COBRAProtein947	1	rxn03130
g948	COBRAProtein948	1	rxn06729
g949	COBRAProtein949	25	rxnVLCFA12;rxnVLCFA40;rxn05329;rxnNFBS4;rxnVLCFA24;rxnUS11;rxn05333;rxn05332;rxnVLCFA36;rxnVLCFA8;rxnVLCFA48;rxnUS7;rxnVLCFA20;rxn05334;rxnVLCFA32;rxn05335;rxnVLCFA4;rxnVLCFA16;rxnVLCFA44;rxn05330;rxnUS3;rxnVLCFA28;rxnUS15;rxn05331;rxn05462
g950	COBRAProtein950	1	rxn06723
g951	COBRAProtein951	6	rxnPG36;rxnPG24;rxnPG16;rxnPG20;rxnPG10;rxnPG4
g952	COBRAProtein952	1	rxn09345
g953	COBRAProtein953	1	rxn12192
g954	COBRAProtein954	1	rxn00119
g955	COBRAProtein955	1	rxn12192
g956	COBRAProtein956	1	rxn12192
g957	COBRAProtein957	1	rxn11920
g958	COBRAProtein958	1	rxn00423
g959	COBRAProtein959	1	rxn00566_c0
g960	COBRAProtein960	17	rxn05165;rxn05179;rxn05146;rxn09046;rxnBLTPcpd00161;rxn08624;rxnBLTPcpd00066;rxn10170;rxn10883;rxnBLTPcpd00069;rxnBLTPcpd00084;rxn05164;rxnBLTPcpd01293;rxn05161;rxn10144;rxnBLTPcpd00186;rxn05168
g961	COBRAProtein961	17	rxn05165;rxn05179;rxn05146;rxn09046;rxnBLTPcpd00161;rxn08624;rxnBLTPcpd00066;rxn10170;rxn10883;rxnBLTPcpd00069;rxnBLTPcpd00084;rxn05164;rxnBLTPcpd01293;rxn05161;rxn10144;rxnBLTPcpd00186;rxn05168
g962	COBRAProtein962	17	rxn05165;rxn05179;rxn05146;rxn09046;rxnBLTPcpd00161;rxn08624;rxnBLTPcpd00066;rxn10170;rxn10883;rxnBLTPcpd00069;rxnBLTPcpd00084;rxn05164;rxnBLTPcpd01293;rxn05161;rxn10144;rxnBLTPcpd00186;rxn05168
g963	COBRAProtein963	17	rxn05165;rxn05179;rxn05146;rxn09046;rxnBLTPcpd00161;rxn08624;rxnBLTPcpd00066;rxn10170;rxn10883;rxnBLTPcpd00069;rxnBLTPcpd00084;rxn05164;rxnBLTPcpd01293;rxn05161;rxn10144;rxnBLTPcpd00186;rxn05168
g964	COBRAProtein964	1	rxn05937_c0
g965	COBRAProtein965	1	rxn00623
g966	COBRAProtein966	1	rxn01019
g967	COBRAProtein967	1	rxn01637
g968	COBRAProtein968	1	rxn05145
g969	COBRAProtein969	1	rxn05145
g970	COBRAProtein970	1	rxn05145
g971	COBRAProtein971	1	rxn05145
g972	COBRAProtein972	1	rxn05145
g973	COBRAProtein973	1	rxn05145
g974	COBRAProtein974	2	rxnPG23;rxnPG35
g975	COBRAProtein975	1	rxn00947
g976	COBRAProtein976	2	rxn01977;rxn02380
g977	COBRAProtein977	2	rxn00547b;rxn00547
g978	COBRAProtein978	1	rxn01362
g979	COBRAProtein979	1	rxn01465
g980	COBRAProtein980	1	rxn00547b
g981	COBRAProtein981	3	rxnBLTPcpd00082;rxnBLTPcpd00138;rxn05160
g982	COBRAProtein982	3	rxnBLTPcpd00082;rxnBLTPcpd00138;rxn05160
g983	COBRAProtein983	3	rxnBLTPcpd00082;rxnBLTPcpd00138;rxn05160
g984	COBRAProtein984	2	rxn09188;rxn00183
g985	COBRAProtein985	1	rxn05957
g986	COBRAProtein986	2	rxn00407_c0;rxn01672
g987	COBRAProtein987	1	rxnBLTPcpd00227
g988	COBRAProtein988	1	rxn05514
g989	COBRAProtein989	15	rxn02167;rxnFAD3;rxn03241;rxn02345_c0;rxnFAD15;rxn03247;rxnFAD27;rxnFAD7;rxn02911;rxnFAD19;rxn03250;rxn03240;rxnFAD11;rxn03245;rxnFAD23
g990	COBRAProtein990	7	rxnFAD16;rxnFAD20;rxnFAD12;rxn00676;rxnFAD24;rxnFAD8;rxnFAD4
g991	COBRAProtein991	7	rxnFAD13;rxnFAD9;rxn00872;rxnFAD5;rxnFAD21;rxnFAD1;rxnFAD17
g992	COBRAProtein992	1	rxn01360
g993	COBRAProtein993	1	rxn00469
g994	COBRAProtein994	2	rxn00527;rxn05036
g995	COBRAProtein995	1	rxn01117
g996	COBRAProtein996	1	rxn01265
g997	COBRAProtein997	1	rxn00461
g998	COBRAProtein998	2	rxn00863;rxn02159
g999	COBRAProtein999	1	rxn12192
g1000	COBRAProtein1000	1	rxnRHA2
g1001	COBRAProtein1001	1	rxn01053
g1002	COBRAProtein1002	1	rxnGFTP8
g1003	COBRAProtein1003	1	rxnGFTP8
g1004	COBRAProtein1004	1	rxn05294
g1005	COBRAProtein1005	1	rxn00784_c0
g1006	COBRAProtein1006	1	rxn00058
g1007	COBRAProtein1007	1	rxn00058
g1008	COBRAProtein1008	1	rxn00058
g1009	COBRAProtein1009	1	rxn00058
g1010	COBRAProtein1010	19	rxn12845_c0;rxn12637;rxn12642;rxn12645;rxn00650_c0;rxn12846_c0;rxn12634;rxn12643;rxn12847_c0;rxn12633;rxn12644;rxn12639;rxn12646;rxn12638;rxn12640;rxn12635;rxn12844_c0;rxn12641;rxn12636
g1011	COBRAProtein1011	1	rxn00131
g1012	COBRAProtein1012	3	rxn02320;rxn00493;rxn00527
g1013	COBRAProtein1013	1	rxn01644
g1014	COBRAProtein1014	1	rxn12192
g1015	COBRAProtein1015	1	rxn13784
g1016	COBRAProtein1016	1	rxnBLTPcpd01092
g1017	COBRAProtein1017	1	rxnBLTPcpd01092
g1018	COBRAProtein1018	1	rxnBLTPcpd01092
g1019	COBRAProtein1019	1	rxnBLTPcpd01092
g1020	COBRAProtein1020	1	rxn00717_c0
g1021	COBRAProtein1021	1	rxn12192
g1022	COBRAProtein1022	1	rxn00337
g1023	COBRAProtein1023	2	rxn11946;rxn03395
g1024	COBRAProtein1024	1	rxn01636
g1025	COBRAProtein1025	1	rxn05549_c0
g1026	COBRAProtein1026	1	rxn00288
g1027	COBRAProtein1027	1	rxn00288
g1028	COBRAProtein1028	1	rxn00288
g1029	COBRAProtein1029	1	rxn00288
g1030	COBRAProtein1030	1	rxn00248
g1031	COBRAProtein1031	1	rxn00285
g1032	COBRAProtein1032	1	rxn00285
g1033	COBRAProtein1033	2	rxn02376;rxn00441
g1034	COBRAProtein1034	1	rxn01872
g1035	COBRAProtein1035	1	rxn01241b
g1036	COBRAProtein1036	2	rxnPG23;rxnPG35
g1037	COBRAProtein1037	1	rxn01333
g1038	COBRAProtein1038	1	rxn05294
g1039	COBRAProtein1039	1	rxn10042
g1040	COBRAProtein1040	1	rxn10042
g1041	COBRAProtein1041	1	rxn10042
g1042	COBRAProtein1042	1	rxn10042
g1043	COBRAProtein1043	1	rxn10042
g1044	COBRAProtein1044	1	rxn05149
g1045	COBRAProtein1045	1	rxn05149
g1046	COBRAProtein1046	1	rxn05149
g1047	COBRAProtein1047	1	rxn05149
g1048	COBRAProtein1048	3	rxnBLTPcpd00300;rxn05202;rxnBLTPcpd01217
g1049	COBRAProtein1049	3	rxnBLTPcpd00300;rxn05202;rxnBLTPcpd01217
g1050	COBRAProtein1050	2	rxn05158_c0;rxnBLTPcpd00100
g1051	COBRAProtein1051	1	rxnBLTPcpd00100
g1052	COBRAProtein1052	2	rxn05158_c0;rxnBLTPcpd00100
g1053	COBRAProtein1053	2	rxn05158_c0;rxnBLTPcpd00100
g1054	COBRAProtein1054	2	rxn05158_c0;rxnBLTPcpd00100
g1055	COBRAProtein1055	2	rxn05158_c0;rxnBLTPcpd00100
g1056	COBRAProtein1056	1	rxn00616_c0
g1057	COBRAProtein1057	1	rxn00371
g1058	COBRAProtein1058	1	rxn00371
g1059	COBRAProtein1059	1	rxn06435
g1060	COBRAProtein1060	1	rxn00247
g1061	COBRAProtein1061	1	rxn12510
g1062	COBRAProtein1062	1	rxn02834
g1063	COBRAProtein1063	1	rxn03135
g1064	COBRAProtein1064	1	rxn03175
g1065	COBRAProtein1065	1	rxn03135
g1066	COBRAProtein1066	1	rxn02473
g1067	COBRAProtein1067	1	rxn00330
g1068	COBRAProtein1068	1	rxn02302
g1069	COBRAProtein1069	1	rxn02402
g1070	COBRAProtein1070	1	rxn00338
g1071	COBRAProtein1071	1	rxn02988
g1072	COBRAProtein1072	4	rxn01211;rxn00907;rxn01211b;rxn00907b
g1073	COBRAProtein1073	1	rxnGFC1b
g1074	COBRAProtein1074	1	rxnGFC1b
g1075	COBRAProtein1075	1	rxnGFC1b
g1076	COBRAProtein1076	1	rxnGFC1b
g1077	COBRAProtein1077	1	rxnGFC1a
g1078	COBRAProtein1078	1	rxnGFC1a
g1079	COBRAProtein1079	1	rxnGFC1a
g1080	COBRAProtein1080	1	rxn01159
g1081	COBRAProtein1081	1	rxnBLTPcpd00187
g1082	COBRAProtein1082	1	rxn01008
g1083	COBRAProtein1083	1	rxn00211
g1084	COBRAProtein1084	1	rxn12192
g1085	COBRAProtein1085	1	rxn12192
g1086	COBRAProtein1086	31	rxnPG39;rxnPC5;rxnSL20;rxnPC11;rxnPG34;rxnPG28;rxnPG40;rxnMMPE4;rxnSL21;rxnPE10;rxnPC6;rxnPE5;rxnPE11;rxnSL11;rxnSL17;rxnMMPE5;rxnMMPE7;rxnPE6;rxnOL10;rxnSL12;rxnPC7;rxnPC10;rxnOL5;rxnPE7;rxnPG27;rxnOL11;rxnMMPE3;rxnSL13;rxnMMPE8;rxnOL6;rxnOL12
g1087	COBRAProtein1087	1	rxn00931
g1088	COBRAProtein1088	1	rxn00770
g1089	COBRAProtein1089	1	rxn12192
g1090	COBRAProtein1090	1	rxn00139
g1091	COBRAProtein1091	1	rxn13784
g1092	COBRAProtein1092	1	rxn00902
g1093	COBRAProtein1093	1	rxn08946
g1094	COBRAProtein1094	1	rxn00726
g1095	COBRAProtein1095	1	rxn00690
g1096	COBRAProtein1096	2	rxn01143_c0;rxn01518_c0
g1097	COBRAProtein1097	1	rxn08212
g1098	COBRAProtein1098	1	rxn08212
g1099	COBRAProtein1099	1	rxn08212
g1100	COBRAProtein1100	1	rxn00141
g1101	COBRAProtein1101	1	rxn05289
g1102	COBRAProtein1102	1	rxn01603
g1103	COBRAProtein1103	1	rxn06673
g1104	COBRAProtein1104	1	rxn01964
g1105	COBRAProtein1105	1	rxn01964
g1106	COBRAProtein1106	1	rxn02508
g1107	COBRAProtein1107	1	rxnPHBDP
g1108	COBRAProtein1108	1	rxnBLTPcpd00020
g1109	COBRAProtein1109	1	rxnBLTPcpd00020
g1110	COBRAProtein1110	1	rxnBLTPcpd00020
g1111	COBRAProtein1111	1	rxn00509
g1112	COBRAProtein1112	1	rxn05294
g1113	COBRAProtein1113	1	rxn05294
g1114	COBRAProtein1114	1	rxn00100
g1115	COBRAProtein1115	1	rxn01740
g1116	COBRAProtein1116	1	rxnBIOMASS
g1117	COBRAProtein1117	1	rxn02288
g1118	COBRAProtein1118	1	rxn13784
g1119	COBRAProtein1119	1	rxn05294
g1120	COBRAProtein1120	1	rxn05294
g1121	COBRAProtein1121	1	rxn05294
g1122	COBRAProtein1122	1	rxn06441
g1123	COBRAProtein1123	19	rxn12845_c0;rxn12637;rxn12642;rxn12645;rxn00650_c0;rxn12846_c0;rxn12634;rxn12643;rxn12847_c0;rxn12633;rxn12644;rxn12639;rxn12646;rxn12638;rxn12640;rxn12635;rxn12844_c0;rxn12641;rxn12636
g1124	COBRAProtein1124	1	rxn01101
g1125	COBRAProtein1125	1	rxn00748_c0
g1126	COBRAProtein1126	1	rxn00216
g1127	COBRAProtein1127	1	rxn02929
g1128	COBRAProtein1128	1	rxn01106
g1129	COBRAProtein1129	1	rxn01013_c0
g1130	COBRAProtein1130	1	rxn05294
g1131	COBRAProtein1131	1	rxn05294
g1132	COBRAProtein1132	2	rxn11268_c0;rxn05312
g1133	COBRAProtein1133	1	rxn05312
g1134	COBRAProtein1134	2	rxnBLTPcpd00276;rxnBLTPcpd00122
g1135	COBRAProtein1135	2	rxnBLTPcpd00276;rxnBLTPcpd00122
g1136	COBRAProtein1136	2	rxnBLTPcpd00276;rxnBLTPcpd00122
g1137	COBRAProtein1137	2	rxnBLTPcpd00276;rxnBLTPcpd00122
g1138	COBRAProtein1138	2	rxn00892;rxn01439
g1139	COBRAProtein1139	1	rxn00552
g1140	COBRAProtein1140	1	rxn01484
g1141	COBRAProtein1141	1	rxn06077_c0
g1142	COBRAProtein1142	3	rxn00806;rxn01575;rxn00903
g1143	COBRAProtein1143	1	rxn02405
g1144	COBRAProtein1144	1	rxn01000
g1145	COBRAProtein1145	1	rxn05294
g1146	COBRAProtein1146	1	rxn13784
g1147	COBRAProtein1147	1	rxn12192
g1148	COBRAProtein1148	3	rxn00322;rxn00470;rxn00405
g1149	COBRAProtein1149	1	rxnGFTP8
g1150	COBRAProtein1150	1	rxnGFTP8
g1151	COBRAProtein1151	2	rxnRHA1;rxnGFTP8
g1152	COBRAProtein1152	2	rxn01211;rxn00907
g1153	COBRAProtein1153	6	rxnBLTPcpd20885;rxnBLTPcpd00158;rxn05170;rxnBLTPcpd00076;rxn08875;rxn10839
g1154	COBRAProtein1154	6	rxnBLTPcpd20885;rxnBLTPcpd00158;rxn05170;rxnBLTPcpd00076;rxn08875;rxn10839
g1155	COBRAProtein1155	6	rxnBLTPcpd20885;rxnBLTPcpd00158;rxn05170;rxnBLTPcpd00076;rxn08875;rxn10839
g1156	COBRAProtein1156	4	rxn00022m2;rxn00022t;rxn00022m;rxn00022s
g1157	COBRAProtein1157	6	rxnBLTPcpd20885;rxnBLTPcpd00158;rxn05170;rxnBLTPcpd00076;rxn08875;rxn10839
g1158	COBRAProtein1158	1	rxn01477
g1159	COBRAProtein1159	1	rxn01476
