condition	reaction_id	flux	reduced_cost
nodule_max_n2	rxnOL4	0.0	0.0
nodule_max_n2	rxnOL5	0.0	0.0
nodule_max_n2	rxnOL6	0.0	0.0
nodule_max_n2	rxnOL7	0.0	0.0
nodule_max_n2	rxnOL8	0.0	0.0
nodule_max_n2	rxnOL9	0.0	0.0
nodule_max_n2	rxnOL10	0.0	0.0
nodule_max_n2	rxnOL11	0.0	0.0
nodule_max_n2	rxnOL12	0.0	0.0
nodule_max_n2	rxnOL	0.0	0.0
nodule_max_n2	rxn00555	0.0	0.0
nodule_max_n2	rxn01485	0.0	-0.0
nodule_max_n2	rxn03638	0.0	0.0
nodule_max_n2	rxn00293	0.0	0.0
nodule_max_n2	rxn00461	0.0	0.0
nodule_max_n2	rxn02285	0.0	-0.0
nodule_max_n2	rxn02286	0.0	0.0
nodule_max_n2	rxn02008	0.0	0.0
nodule_max_n2	rxn02011	0.0	0.0
nodule_max_n2	rxn00851	0.0	0.0
nodule_max_n2	rxn03164	0.0	0.0
nodule_max_n2	rxn09345	0.0	0.0
nodule_max_n2	rxn03901	0.0	0.0
nodule_max_n2	rxn03904	0.0	0.0
nodule_max_n2	rxn03408	0.0	0.0
nodule_max_n2	rxn10199	0.0	0.0
nodule_max_n2	rxn06729	0.0	0.0
nodule_max_n2	rxn03146	0.0	0.0
nodule_max_n2	rxn06723	0.0	0.0
nodule_max_n2	rxn03130	0.0	0.0
nodule_max_n2	rxn03159	0.0	0.0
nodule_max_n2	rxn03181	0.0	0.0
nodule_max_n2	rxn03182	0.0	0.0
nodule_max_n2	rxn03439	0.0	0.0
nodule_max_n2	rxnVLCFA52	0.0	0.0
nodule_max_n2	rxnLPS1	0.0	0.0
nodule_max_n2	SOURCE_cpdLPS3	0.0	0.0
nodule_max_n2	rxnLPS2	0.0	0.0
nodule_max_n2	rxnLPS3	0.0	0.0
nodule_max_n2	rxn01119	0.0	0.0
nodule_max_n2	rxnEPSS1	0.0	0.0
nodule_max_n2	rxnEPSS2	0.0	0.0
nodule_max_n2	rxnEPSS3	0.0	0.0
nodule_max_n2	rxnEPSS4	0.0	0.0
nodule_max_n2	rxnEPSS5	0.0	0.0
nodule_max_n2	rxnEPSS6	0.0	0.0
nodule_max_n2	rxnEPSS7	0.0	0.0
nodule_max_n2	rxnEPSS8	0.0	0.0
nodule_max_n2	rxnEPSS9	0.0	0.0
nodule_max_n2	rxnEPSS10	0.0	0.0
nodule_max_n2	rxnEPSSlmw	0.0	0.0
nodule_max_n2	rxnEPSShmw	0.0	0.0
nodule_max_n2	rxnEPSSlmw2	0.0	0.0
nodule_max_n2	rxn00704	2.5058845909305754e-31	-0.0
nodule_max_n2	rxn00213	0.0	0.0
nodule_max_n2	rxn00214	0.0	0.0
nodule_max_n2	rxn00211	0.0	0.0
nodule_max_n2	rxn01008	0.0	0.0
nodule_max_n2	rxn01007	0.0	0.0
nodule_max_n2	rxn01117	0.0	-0.0
nodule_max_n2	rxn02331	0.0	0.0
nodule_max_n2	rxn02404	0.0	0.0
nodule_max_n2	rxn02405	0.0	0.0
nodule_max_n2	rxn01675	0.0	0.0
nodule_max_n2	rxn01997	0.0	0.0
nodule_max_n2	rxn02000	0.0	0.0
nodule_max_n2	rxn02003	0.0	-0.0
nodule_max_n2	rxn01329	0.0	0.0
nodule_max_n2	rxn00640	0.0	0.0
nodule_max_n2	rxn00695	-9.611350591484895e-16	-0.0
nodule_max_n2	rxn08615	-9.611350591484895e-16	-0.0
nodule_max_n2	rxn00178	0.0	0.0
nodule_max_n2	rxn01453	0.0	0.0
nodule_max_n2	rxn11920	0.0	0.0
nodule_max_n2	rxnPHBDP	0.0	0.0
nodule_max_n2	rxn00992_c0	0.0	-0.0
nodule_max_n2	rxn00988_c0	0.0	0.0
nodule_max_n2	rxn00711	0.0	0.0
nodule_max_n2	rxn00720	0.0	0.0
nodule_max_n2	rxn01626	0.0	0.0
nodule_max_n2	rxn00654	0.0	0.0
nodule_max_n2	rxn00346	0.0	-0.0
nodule_max_n2	rxn00912	0.0	0.0
nodule_max_n2	rxn01790	0.0	-0.0
nodule_max_n2	rxn01791	0.0	0.0
nodule_max_n2	rxn12510	0.0	0.0
nodule_max_n2	rxn09177	0.0	0.0
nodule_max_n2	rxn02341	0.0	0.0
nodule_max_n2	rxn02175	0.0	0.0
nodule_max_n2	rxn00100	0.0	0.0
nodule_max_n2	rxn00338	-4.997396953192047e-16	0.0
nodule_max_n2	rxn02988	-4.997396953192046e-16	0.0
nodule_max_n2	rxn02402	-4.997396953192047e-16	0.0
nodule_max_n2	rxn02155	-4.997396953192047e-16	0.0
nodule_max_n2	rxn00138	-4.997396953192047e-16	0.0
nodule_max_n2	rxn00077	0.0	0.0
nodule_max_n2	rxn01257b	6.095351462767631e-32	0.0
nodule_max_n2	rxn03841	6.095351462767631e-32	0.0
nodule_max_n2	rxn00302	6.095351462767632e-32	0.0
nodule_max_n2	rxn03419	6.095351462767632e-32	0.0
nodule_max_n2	rxn03421	6.095351462767631e-32	0.0
